white;black;event;year;heatmap
Fischer, Robert James;Sandrin, Albert;1964;0.54,0.07,0.26,0.34,0.64,0.56,1.0,0.3,0.16,0.16,0.16,0.05,0.3,0.01,0.16,0.16,0.0,0.0,0.17,0.06,0.25,0.38,0.0,0.0,0.0,-0.06,0.19,0.19,0.1,0.07,0.0,0.0,0.0,0.08,-0.07,-0.0,0.07,0.0,0.0,-0.25,0.0,0.0,-0.1,0.03,0.0,-0.48,-0.08,0.0,-0.16,-0.22,-0.07,-0.09,-0.76,-0.16,-0.33,-0.16,-0.62,-0.29,-0.31,-0.31,-0.55,-0.19,-0.88,-0.21
Fischer, Robert James;Rubinetti, Jorge A;1970;0.77,0.25,0.23,0.66,0.32,0.25,0.93,0.18,0.17,0.22,0.12,0.07,0.75,0.22,0.07,-0.11,0.05,0.24,0.0,0.14,0.21,0.25,0.0,0.0,0.0,-0.19,0.05,0.04,0.2,-0.08,-0.05,-0.04,0.07,-0.1,-0.02,0.0,-0.12,0.0,0.0,0.0,-0.2,0.0,-0.15,-0.19,0.0,-0.03,-0.05,0.0,-0.02,-0.1,-0.2,-0.03,-0.13,-0.04,0.12,-0.22,-0.48,-0.05,-1.0,-0.83,-0.93,-0.37,-0.26,-0.67
Fischer, Robert James;Tal, Mihail;1970;0.32,0.08,0.26,0.27,0.11,0.1,1.0,0.06,0.04,0.1,0.01,0.08,0.06,0.12,0.28,0.03,0.09,-0.07,0.06,-0.02,0.1,0.16,0.12,0.09,0.03,0.05,0.02,0.1,0.0,0.0,-0.02,0.0,-0.03,0.01,-0.03,-0.02,-0.08,-0.05,0.0,0.0,-0.07,0.0,0.05,-0.06,-0.02,-0.05,-0.14,-0.09,-0.06,-0.04,-0.03,-0.02,-0.07,-0.09,-0.39,-0.06,-0.29,-0.07,-0.12,-0.44,-0.29,-0.07,-0.87,-0.07
Fischer, Robert James;Panno, Oscar;1970;0.26,0.13,0.34,0.57,0.5,0.07,0.95,0.11,0.14,0.06,0.03,0.18,0.04,0.14,0.31,0.07,0.0,0.08,0.05,0.02,0.0,0.28,0.29,0.0,0.0,-0.08,0.0,0.1,0.07,0.09,0.07,0.01,-0.11,-0.23,-0.03,-0.1,0.1,0.0,0.08,0.05,0.0,-0.24,-0.15,-0.01,-0.13,0.02,-0.08,0.44,-0.07,-0.05,-0.0,-0.15,-0.5,-0.15,-0.22,-0.11,-0.23,-0.05,-0.44,-0.72,-0.28,-0.39,-1.0,-0.15
Fischer, Robert James;Hoppe, R.;1964;0.42,0.04,0.19,0.55,0.76,0.55,1.0,0.37,0.02,0.03,0.09,0.01,0.02,0.08,0.17,0.04,0.14,0.0,0.09,0.0,0.0,0.0,0.55,0.0,0.0,-0.03,-0.03,0.11,0.02,0.05,0.09,0.13,0.0,0.0,-0.03,-0.15,0.11,0.05,0.09,-0.13,-0.09,-0.14,-0.02,0.09,-0.11,0.34,-0.08,-0.09,-0.17,-0.03,-0.06,-0.51,-0.09,-0.26,-0.2,-0.09,-0.38,-0.18,-0.29,-0.64,-0.82,-0.41,-0.31,-0.83
Fischer, Robert James;Wade, Robert Graham;1965;0.46,0.15,0.2,0.38,0.52,0.04,0.64,0.05,0.18,0.19,0.02,0.13,0.08,0.79,0.01,0.16,0.08,0.27,0.12,-0.06,0.24,0.31,0.1,-0.3,0.05,0.08,0.0,0.12,0.02,0.3,-0.04,-0.04,0.02,-0.11,0.11,-0.18,0.06,-0.18,-0.03,-0.0,-0.11,-0.15,-0.16,-0.07,-0.13,-1.0,-0.02,0.04,-0.01,-0.03,-0.03,-0.02,-0.14,-0.2,-0.11,-0.04,-0.6,-0.03,-0.23,-0.45,-0.2,-0.28,-0.68,-0.13
Karjakin, Sergey;Rapport, Richard;2022;0.85,0.36,0.23,0.9,0.83,0.26,0.8,0.46,0.11,0.12,0.03,0.67,0.0,0.17,0.17,0.04,0.0,0.0,0.21,0.02,0.0,0.41,0.0,0.0,0.06,-0.01,0.0,0.14,0.01,0.0,0.0,0.13,-0.07,0.07,0.03,-0.16,0.15,-0.13,0.0,0.0,0.0,-0.08,-0.31,0.0,-0.36,0.0,0.0,-0.07,-0.09,-0.13,-0.16,-0.01,-0.43,-0.17,-0.17,-0.1,-0.85,-0.09,-0.46,-0.93,-1.0,-0.26,-0.64,-0.56
Najdorf, Miguel;Fischer, Robert James;1966;0.36,0.03,0.2,0.59,0.33,0.41,0.25,1.0,0.21,0.08,0.37,0.13,0.18,0.03,0.17,0.34,0.0,0.03,0.23,0.12,0.09,0.05,0.27,0.06,0.07,0.01,0.16,-0.06,-0.04,0.01,0.0,0.0,0.0,0.0,-0.16,-0.06,-0.1,-0.12,0.0,0.03,-0.01,-0.05,-0.14,-0.15,-0.17,-0.17,-0.38,-0.24,-0.1,-0.04,-0.27,-0.24,-0.27,-0.19,-0.25,-0.14,-0.33,-0.04,-0.21,-0.51,-0.48,-0.18,-0.8,-0.04
Shankland, Sam;Rapport, Richard;2022;0.51,0.11,0.26,0.84,0.77,0.1,1.0,0.25,0.16,0.04,0.16,0.02,0.0,0.13,0.16,0.16,0.0,0.0,0.11,0.14,0.18,0.38,0.0,0.0,0.0,0.0,-0.09,0.06,-0.04,0.0,0.0,0.0,-0.13,0.0,-0.08,-0.13,0.13,0.04,0.0,0.0,0.0,-0.06,0.0,-0.1,0.07,-0.02,0.0,0.0,-0.16,-0.1,-0.06,-0.26,0.06,-0.18,-0.16,-0.16,-0.42,-0.1,-0.43,-0.94,-0.42,-0.59,-0.98,-0.26
Giri, Anish;Mamedyarov, Shakhriyar;2022;0.62,0.12,0.32,0.91,0.3,0.55,0.86,0.17,0.07,0.13,0.02,0.01,0.02,0.13,0.13,0.13,0.02,0.0,0.05,0.18,0.06,0.35,0.0,0.0,0.05,0.01,0.04,0.07,-0.01,0.0,0.0,0.0,0.0,0.09,-0.02,-0.04,0.03,0.0,-0.01,0.0,0.0,-0.07,-0.05,0.0,-0.1,-0.35,0.0,0.0,-0.1,-0.2,-0.02,-0.15,-0.17,-0.13,-0.12,-0.13,-0.34,-0.09,-0.37,-1.0,-0.88,-0.38,-0.04,-0.64
Fischer, Robert James;Rossolimo, Nicolas;1965;0.71,0.04,0.06,0.61,0.49,0.46,0.4,0.59,0.18,0.04,0.18,0.74,0.16,0.18,0.08,0.07,0.0,0.0,-0.37,0.36,0.0,0.14,0.16,0.16,0.0,-0.03,-0.05,0.1,-0.01,0.85,0.17,0.29,0.0,0.02,-0.02,-0.17,0.12,-0.07,0.03,0.01,0.0,-0.06,-0.12,0.0,-0.34,-0.07,-0.04,-0.16,-0.18,-0.12,-0.58,-0.01,-0.14,-0.34,-0.46,-0.03,-0.58,-0.19,-0.66,-0.62,-1.0,-0.17,-0.05,-0.75
Fischer, Robert James;Mecking, Henrique;1970;0.35,0.14,0.02,0.5,0.24,0.38,1.0,0.13,0.11,0.16,0.2,0.22,0.02,0.38,0.2,0.1,0.0,0.15,0.0,0.12,0.43,0.18,0.09,0.0,-0.0,0.05,-0.02,0.0,0.06,0.03,0.25,0.15,-0.03,0.04,-0.14,-0.14,0.05,-0.0,0.04,0.0,0.0,0.32,-0.32,0.09,-0.17,-0.01,0.02,0.0,-0.07,-0.2,-0.05,-0.13,-0.43,-0.35,-0.36,-0.26,-0.22,-0.04,-0.45,-0.7,-0.72,-0.38,-0.67,-0.24
Fischer, Robert James;Jimenez Zerquera, Eleazar;1970;0.58,0.09,0.2,0.55,0.76,0.05,0.97,0.1,0.06,0.05,0.03,0.1,0.0,0.27,0.18,0.17,-0.18,-0.05,0.04,-0.05,0.21,0.37,0.0,0.01,0.29,-0.04,0.0,0.05,0.03,0.15,0.0,0.0,-0.03,-0.09,-0.09,-0.04,0.11,-0.04,0.0,-0.07,-0.14,0.0,-0.11,-0.01,0.0,-0.08,-0.11,0.0,-0.01,-0.06,-0.09,-0.03,-0.18,-0.18,-0.18,-0.52,-0.48,-0.05,-0.18,-0.46,-0.36,-0.35,-1.0,-0.15
Caruana, Fabiano;Rapport, Richard;2022;0.31,0.02,1.0,0.51,0.9,0.27,0.37,0.8,0.22,0.21,0.2,0.26,0.19,0.15,0.15,0.23,0.01,0.04,0.26,0.03,0.15,0.07,-0.02,-0.01,0.02,0.0,0.12,0.1,-0.07,0.31,-0.01,-0.11,-0.04,0.0,0.02,0.0,-0.29,-0.18,-0.01,-0.01,0.0,0.0,-0.27,-0.05,-0.19,-0.13,0.0,-0.11,-0.19,-0.08,-0.02,-0.04,-0.88,-0.17,-0.09,-0.1,-0.81,-0.1,-0.47,-0.64,-0.78,-0.23,-0.1,-0.76
Praggnanandhaa, R;Karjakin, Sergey;2022;0.53,0.08,0.48,0.81,1.0,0.15,0.03,0.59,0.13,0.32,0.91,0.36,0.02,0.27,0.16,0.08,0.19,-0.18,0.1,-0.02,0.27,0.32,0.13,0.09,-0.22,0.04,-0.11,0.27,-0.22,0.28,0.17,0.06,-0.02,0.11,0.19,-0.32,-0.17,-0.09,0.11,0.21,-0.08,0.0,-0.32,0.11,-0.22,-0.16,-0.23,0.01,-0.04,-0.12,-0.64,-0.01,-0.14,-0.26,-0.37,-0.2,-0.9,-0.58,-0.29,-0.49,-0.68,-0.35,-0.93,-0.36
Fischer, Robert James;Gligoric, Svetozar;1970;0.5,0.1,0.18,0.59,0.46,0.05,0.5,0.15,0.05,0.05,0.23,0.45,0.0,0.09,0.29,0.2,0.0,0.08,0.09,0.0,0.16,0.23,0.19,0.07,0.04,0.06,-0.07,0.02,0.11,0.0,0.03,0.03,0.04,-0.08,-0.0,0.06,-0.11,0.03,-0.03,0.0,-0.1,-0.05,-0.1,-0.09,0.0,-0.18,-0.03,-0.03,-0.01,-0.08,-0.05,-0.17,-0.07,-0.13,-0.11,-0.12,-0.56,-0.02,-0.27,-1.0,-0.5,-0.26,-0.78,-0.13
Fischer, Robert James;Olafsson, Fridrik;1960;0.94,0.06,0.1,1.0,0.65,0.37,0.38,0.74,0.04,0.19,0.19,0.17,0.41,0.57,0.17,0.19,0.0,0.33,0.26,0.0,0.08,0.08,0.08,0.0,0.15,0.0,0.19,0.04,0.06,-0.18,0.11,0.11,0.0,0.0,-0.22,-0.07,-0.16,-0.04,-0.07,-0.03,-0.17,-0.14,0.0,-0.08,-0.03,-0.3,-0.25,-0.2,-0.02,-0.45,-0.98,-0.03,-0.22,-0.11,-0.39,0.08,-0.58,-0.11,-0.41,-0.53,-0.72,-0.6,-0.42,-0.2
Tears, C.;Fischer, Robert James;1956;0.17,0.41,0.12,1.0,0.3,0.45,0.47,0.93,0.15,0.09,0.07,0.01,0.35,0.03,0.56,0.16,0.0,0.07,-0.07,0.07,0.02,0.14,0.16,0.02,0.03,0.0,0.0,-0.03,0.04,0.01,0.0,0.01,-0.02,-0.11,-0.03,-0.04,-0.21,-0.13,0.0,0.0,-0.05,0.0,-0.12,-0.28,-0.14,-0.18,-0.17,-0.11,-0.11,0.04,-0.04,-0.02,-0.08,-0.25,-0.31,-0.18,-0.18,-0.27,-0.25,-0.74,-0.6,-0.13,-0.94,-0.16
Fischer, Robert James;Reshevsky, Samuel Herman;1961;0.33,0.08,0.54,0.92,0.59,0.09,0.09,0.62,0.09,0.15,0.09,0.01,-0.02,0.08,0.1,0.2,-0.0,0.13,0.57,0.02,0.14,0.08,0.0,0.0,-0.05,0.08,0.07,0.21,0.1,0.07,0.04,0.0,-0.01,0.02,0.11,0.13,0.04,-0.09,0.0,-0.0,0.0,0.12,-0.51,0.07,-0.25,-0.06,-0.1,0.0,-0.09,-0.13,-0.05,-0.17,0.09,-0.56,-0.12,-0.2,-0.46,0.01,-0.63,-0.57,-0.43,-0.39,-1.0,-0.17
Bisguier, Arthur Bernard;Fischer, Robert James;1961;0.3,0.07,0.5,0.65,0.35,0.33,1.0,0.19,0.04,0.12,0.01,0.19,0.2,0.36,0.14,0.13,0.2,0.0,0.28,0.15,0.2,0.02,-0.02,0.0,0.0,0.12,0.05,-0.07,-0.11,0.09,0.06,0.0,0.0,0.05,-0.1,-0.08,0.0,0.14,0.07,0.0,0.0,-0.18,-0.22,0.05,-0.15,-0.12,-0.11,0.0,-0.25,-0.18,0.01,-0.1,-0.25,-0.09,-0.24,-0.25,-0.57,-0.08,-0.25,-0.7,-0.37,-0.63,-0.9,-0.21
Fischer, Robert James;Lapiken, Peter P;1956;0.56,0.1,0.2,0.71,0.18,0.5,0.82,0.1,0.04,0.11,0.04,0.11,0.11,0.11,0.3,0.11,0.07,0.19,0.11,0.08,0.11,0.14,0.1,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,-0.06,-0.16,-0.06,0.0,-0.16,0.0,0.0,-0.02,0.0,-0.15,-0.05,-0.11,-0.28,-0.04,-0.05,-0.11,-0.05,-0.03,-0.33,-0.02,-0.11,-0.08,-0.06,-0.41,-0.25,-0.05,-0.47,-1.0,-0.33,-0.02,-0.56
Fischer, Robert James;Bisguier, Arthur Bernard;1957;0.21,0.09,0.14,0.29,0.35,0.46,1.0,0.2,-0.08,0.02,0.07,0.17,0.15,0.14,0.11,0.14,0.02,0.31,0.1,0.0,0.09,-0.01,0.25,0.0,0.04,0.1,0.15,0.07,0.01,-0.03,-0.03,0.0,0.0,0.0,0.05,-0.13,0.13,-0.19,-0.05,0.0,-0.12,-0.05,-0.07,0.0,-0.14,0.0,0.0,0.0,-0.07,-0.69,-0.27,-0.18,-0.04,-0.42,-0.06,-0.14,-0.46,-0.24,-0.29,-0.29,-0.31,0.0,-0.13,-0.39
Fischer, Robert James;Cardoso, Radolfo Tan;1957;0.46,0.06,0.1,0.42,0.26,0.43,1.0,0.14,0.06,0.14,0.14,0.01,0.0,0.13,0.05,0.14,0.0,0.12,0.35,0.0,0.19,0.47,0.12,0.0,0.0,-0.04,0.04,0.19,0.08,0.02,0.01,0.2,-0.03,-0.02,-0.09,0.0,-0.03,0.05,0.01,0.0,-0.12,0.0,-0.21,-0.13,-0.06,-0.13,0.02,0.16,-0.02,-0.21,-0.36,-0.02,-0.31,-0.12,-0.17,-0.13,-0.29,-0.48,-0.28,-0.44,-0.32,-0.52,-0.37,-0.7
Fischer, Robert James;Euwe, Max;1957;0.66,0.24,0.37,0.81,0.35,0.53,0.88,0.19,0.13,0.13,0.07,0.12,0.39,0.13,0.13,0.13,0.0,0.21,0.06,0.0,0.03,0.26,0.0,0.0,0.08,0.0,-0.04,0.07,-0.12,0.0,0.0,0.0,0.0,-0.06,-0.03,-0.07,0.01,0.0,0.0,0.0,-0.11,0.0,-0.36,0.0,-0.19,-0.03,0.0,0.0,-0.03,-0.05,-0.13,-0.14,-0.18,-0.13,-0.13,-0.13,-0.66,-0.05,-0.21,-1.0,-0.77,-0.47,-0.53,-0.43
Bernstein, Sidney Norman;Fischer, Robert James;1957;0.15,0.05,1.0,0.75,0.55,0.16,0.23,0.2,0.15,0.15,0.15,0.06,0.03,0.08,0.31,0.12,0.0,0.0,0.08,0.08,-0.06,0.36,0.0,-0.1,0.0,-0.11,0.03,0.27,-0.04,0.13,0.03,0.09,-0.03,-0.01,-0.05,0.05,0.0,-0.09,0.22,-0.01,-0.1,0.0,0.0,-0.15,-0.02,-0.22,-0.2,-0.63,-0.02,-0.1,-0.42,-0.17,-0.15,-0.12,-0.15,-0.15,-0.26,-0.08,-0.15,-0.38,-0.72,-0.34,-0.04,-0.66
Fischer, Robert James;Bertok, Mario;1961;0.22,0.05,0.06,0.68,0.27,0.33,1.0,0.15,0.16,0.09,0.05,0.13,0.21,0.16,0.16,0.09,0.0,0.07,0.04,0.0,0.11,0.13,0.0,0.07,0.0,0.0,0.13,0.14,0.03,0.0,0.0,-0.06,-0.1,0.03,0.05,0.05,-0.12,0.0,0.0,-0.01,-0.07,0.11,-0.22,0.0,-0.12,-0.2,-0.14,0.0,-0.03,-0.0,0.05,0.03,-0.08,-0.16,-0.6,-0.09,-0.26,-0.37,-0.4,-0.35,-0.32,-0.28,-0.71,-0.14
Fischer, Robert James;Gross, H.;1956;0.59,0.13,0.28,0.59,0.62,0.55,1.0,0.14,0.05,0.14,0.14,0.13,0.07,0.14,0.37,0.14,0.09,0.0,0.07,0.05,0.28,0.4,0.13,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,-0.08,0.0,-0.2,-0.06,0.0,-0.12,0.0,0.0,0.0,0.0,-0.27,0.0,-0.11,-0.22,-0.22,0.0,-0.06,-0.14,-0.14,-0.02,-0.4,-0.14,-0.14,-0.14,-0.57,-0.15,-0.07,-0.92,-0.8,-0.33,-0.46,-0.45
Donovan, Jeremiah;Fischer, Robert James;1956;0.47,0.03,0.23,0.59,0.12,0.41,0.51,0.18,0.04,0.11,0.88,0.0,0.11,0.14,0.2,0.72,0.02,0.06,0.18,0.04,0.15,0.27,0.05,0.13,0.31,0.0,0.07,0.05,0.14,-0.13,0.01,-0.3,0.12,0.0,0.11,0.0,-0.05,-0.0,-0.27,-0.01,-0.13,0.0,-0.14,-0.03,-0.11,-0.15,-0.16,-0.06,-0.04,-0.17,-0.03,-0.13,-0.43,-0.09,-0.42,-0.17,-0.49,-0.08,-0.19,-0.42,-0.61,-0.44,-1.0,-0.11
Reshevsky, Samuel Herman;Fischer, Robert James;1961;0.09,0.04,0.67,0.59,0.89,0.28,0.41,0.21,0.05,0.26,0.32,0.05,0.64,0.54,0.82,0.08,-0.06,0.0,0.34,0.5,0.03,0.24,-0.01,0.0,0.04,0.02,-0.04,-0.03,-0.15,-0.21,-0.01,0.15,0.02,0.04,-0.07,-0.15,-0.08,-0.38,0.18,0.0,0.16,0.07,-0.2,-0.1,-0.32,-0.85,-0.15,-0.06,-0.14,-0.26,0.03,-0.02,-0.2,-0.25,-0.07,-0.17,-0.38,-0.05,-0.43,-1.0,-0.9,-0.21,-0.94,-0.23
Gudmundsson, Arinbjorn;Fischer, Robert James;1960;0.57,0.1,0.36,0.24,0.36,0.27,0.11,0.47,0.13,0.09,0.81,0.05,0.15,-0.1,0.13,0.11,0.0,0.09,0.24,0.09,0.06,0.15,0.22,0.06,0.0,0.0,0.08,-0.04,0.01,0.07,-0.07,0.0,0.0,0.0,0.0,-0.03,-0.02,-0.04,0.0,0.0,0.0,0.0,-0.13,0.0,-0.01,-0.13,-0.1,0.0,-0.13,-0.13,-0.06,-0.01,-0.03,-0.13,-0.23,-0.13,-0.49,-0.1,-0.22,-0.7,-0.34,-0.5,-1.0,-0.12
Van Foreest, Jorden;Dubov, Daniil;2022;0.44,0.26,0.3,1.0,0.59,0.04,0.73,0.08,0.04,0.08,0.08,0.1,0.09,0.12,0.12,0.27,0.0,0.06,0.09,0.08,0.05,0.18,0.0,0.08,0.11,-0.03,0.06,0.0,0.11,0.0,0.01,0.0,-0.09,0.07,-0.09,0.06,-0.12,0.0,0.0,0.0,-0.04,-0.11,-0.15,-0.07,-0.09,-0.16,-0.13,-0.06,-0.01,-0.02,-0.11,-0.08,-0.16,-0.12,-0.12,-0.06,-0.26,-0.35,-0.35,-0.82,-0.44,-0.27,-0.9,-0.12
Smyslov, Vassily;Fischer, Robert James;1970;0.25,0.33,0.05,0.25,0.37,0.33,0.54,0.41,0.01,0.06,0.12,0.51,0.0,0.07,0.28,0.03,0.0,0.0,0.02,0.05,0.24,0.03,0.1,0.08,0.0,-0.03,0.08,-0.02,0.07,0.02,-0.01,0.0,0.0,-0.0,-0.07,0.09,0.01,0.03,-0.02,0.0,-0.18,-0.05,-0.22,-0.11,0.24,-0.09,-0.08,0.06,-0.1,-0.02,-0.0,-0.04,-0.12,-0.08,-0.11,-0.12,-0.1,-0.21,-0.12,-1.0,-0.68,-0.1,-0.52,-0.55
Vidit, Santosh Gujrathi;Praggnanandhaa, R;2022;0.66,0.19,0.17,0.09,0.18,0.1,0.07,0.14,0.06,0.19,0.06,0.2,-0.0,0.06,0.06,0.07,0.18,-0.02,0.14,0.05,0.07,0.12,0.11,0.0,-0.08,0.3,0.0,0.08,0.04,0.07,-0.02,0.0,0.03,0.06,-0.07,0.02,0.09,0.07,0.06,-0.02,0.02,-0.02,-0.05,0.0,-0.07,-0.18,-0.09,-0.01,-0.03,-0.06,-0.08,-0.07,-0.04,-0.15,-0.22,-0.04,-0.28,-0.05,-0.39,-0.32,-0.11,-0.25,-1.0,-0.04
Minic, Dragoljub;Fischer, Robert James;1970;0.39,0.26,0.1,0.55,0.38,0.4,0.8,0.21,0.07,0.13,0.01,0.01,0.02,0.09,0.15,0.11,-0.02,0.01,0.12,0.03,0.12,0.02,0.03,0.05,0.08,0.0,0.02,0.39,0.0,0.05,0.0,0.0,-0.33,0.11,-0.02,-0.09,-0.05,-0.1,-0.06,-0.02,0.04,-0.07,-0.0,-0.02,-0.04,-0.01,-0.13,-0.09,0.01,-0.09,-0.02,-0.03,-0.04,-0.15,-0.24,-0.13,-0.38,-0.09,-0.17,-0.56,-0.31,-0.47,-1.0,-0.13
Suttles, Duncan;Fischer, Robert James;1970;0.59,0.38,0.41,0.3,0.61,0.32,0.12,0.49,0.16,0.15,0.14,0.35,0.19,0.03,0.13,0.13,0.02,0.0,0.46,0.07,0.36,0.27,0.01,0.11,0.0,0.01,0.06,0.08,-0.08,-0.15,-0.01,-0.38,0.0,0.0,-0.25,0.14,-0.11,-0.06,-0.0,-0.04,0.0,-0.13,0.0,-0.17,0.0,-0.36,-0.14,0.12,-0.18,-0.18,-0.02,-0.09,-0.23,-0.19,-0.22,-0.14,-0.45,-0.12,-0.26,-0.4,-0.31,-0.43,-1.0,-0.15
Esipenko, Andrey;Karjakin, Sergey;2022;0.49,0.11,0.22,0.84,0.55,0.04,0.87,0.08,0.0,-0.04,0.29,0.04,0.13,0.11,0.13,0.02,-0.02,0.01,0.03,0.07,0.13,0.17,-0.07,0.11,0.0,0.0,0.09,0.12,0.13,0.05,0.0,-0.03,-0.05,0.02,-0.15,0.0,-0.03,0.0,-0.03,-0.0,-0.03,-0.12,-0.17,-0.03,0.0,-0.26,-0.05,-0.11,-0.1,-0.06,-0.06,-0.16,-0.0,-0.13,-0.08,-0.02,-0.57,-0.05,-0.33,-0.36,-0.5,-0.09,-1.0,-0.11
Burger, Karl;Fischer, Robert James;1965;0.41,0.03,0.26,0.39,0.46,0.32,0.72,0.41,0.1,0.15,0.83,0.07,0.13,0.18,0.96,0.05,0.2,0.0,0.28,0.0,0.1,0.04,0.17,0.29,0.01,-0.05,0.16,0.08,0.02,0.0,0.0,0.02,-0.08,0.15,-0.28,0.15,-0.05,-0.03,0.0,0.0,-0.04,-0.06,-0.02,-0.15,0.0,-0.25,-0.18,-0.45,-0.04,-0.09,0.04,-0.12,-0.41,-0.17,-0.7,-0.41,-0.6,-0.22,-0.27,-0.29,-0.45,-0.41,-1.0,-0.45
Fischer, Robert James;Minev, Nikolay N;1966;0.38,0.03,0.05,0.62,0.93,0.17,0.49,0.72,0.07,0.06,0.05,0.11,1.0,0.14,0.16,0.15,0.0,0.0,0.13,0.0,0.0,0.22,0.05,0.0,0.05,0.05,0.04,0.18,0.07,0.0,-0.03,0.0,0.0,0.01,-0.12,-0.05,0.0,-0.05,-0.08,0.0,-0.05,-0.08,-0.15,0.0,-0.1,-0.33,0.0,0.0,-0.07,-0.07,-0.1,-0.18,-0.73,-0.13,-0.03,-0.15,-0.54,-0.16,-0.18,-0.52,-0.6,-0.09,-0.38,-0.87
Caruana, Fabiano;Dubov, Daniil;2022;0.39,0.17,0.1,0.79,0.47,0.04,1.0,0.07,0.05,0.07,0.12,0.29,0.0,0.11,0.12,0.11,0.0,0.09,0.02,0.12,0.05,0.24,0.0,0.0,0.02,-0.06,0.0,0.04,0.12,0.0,0.0,0.02,-0.08,-0.07,-0.01,0.02,-0.12,0.0,-0.07,-0.05,-0.1,0.0,-0.16,-0.06,0.0,-0.16,0.0,-0.06,-0.01,-0.08,-0.04,-0.2,-0.35,-0.12,-0.12,-0.06,-0.53,-0.12,-0.14,-0.35,-0.2,-0.29,-0.95,-0.11
Vidit, Santosh Gujrathi;Grandelius, Nils;2022;0.39,0.04,0.68,0.68,0.7,0.43,0.02,0.49,0.12,0.16,0.14,0.39,0.02,0.22,0.25,0.05,0.19,0.13,0.0,0.0,0.0,0.17,0.01,0.11,0.04,0.0,0.01,0.1,0.02,0.1,0.08,0.0,-0.04,0.0,-0.01,-0.12,-0.1,0.07,0.0,-0.01,-0.04,0.0,-0.18,0.0,-0.04,-0.14,-0.09,0.21,-0.12,-0.15,-0.2,-0.21,-0.12,-0.63,-0.25,-0.16,-0.59,-0.2,-0.34,-0.54,-0.35,-0.35,-1.0,-0.09
Tringov, Georgi P;Fischer, Robert James;1965;0.33,0.26,0.13,0.53,0.95,0.39,0.46,0.74,0.18,-0.01,0.18,0.72,0.0,0.05,0.18,0.18,-0.28,0.39,0.42,0.0,0.0,0.05,0.0,0.0,0.0,-0.12,0.09,0.26,0.07,0.1,-0.01,0.0,-0.42,0.0,-0.26,0.0,0.06,0.0,0.4,0.0,-0.14,-0.07,-0.07,-0.06,0.13,-0.22,0.0,0.0,-0.04,-0.18,-0.01,-0.23,-0.05,0.09,-0.18,-0.18,-0.88,-0.42,-0.43,-0.49,-0.98,-0.49,-0.23,-1.0
Fischer, Robert James;Celle, O.;1964;0.48,0.24,0.18,0.59,0.63,0.39,0.84,0.34,0.16,0.02,0.03,0.03,0.0,0.16,0.16,0.16,0.07,0.0,0.13,0.0,0.0,0.11,0.26,0.0,0.0,-0.01,0.26,0.01,0.18,0.0,-0.17,0.0,0.0,-0.01,-0.02,0.0,0.12,0.02,0.0,0.05,0.0,0.0,-0.1,0.01,-0.32,-0.15,-0.06,0.0,-0.16,-0.16,0.33,-0.21,-0.57,-0.16,-0.05,-0.16,-0.61,-0.04,-0.49,-0.77,-1.0,-0.49,-0.18,-0.32
Najdorf, Miguel;Fischer, Robert James;1970;0.36,0.05,0.19,0.81,0.73,0.38,0.62,0.19,0.05,0.18,0.06,0.25,0.18,0.13,0.17,0.18,0.13,-0.01,0.12,0.11,0.15,0.21,0.0,0.0,-0.04,0.0,-0.09,-0.03,0.13,0.2,0.01,0.0,-0.02,-0.11,-0.08,-0.18,0.07,-0.0,0.04,0.0,-0.08,0.0,-0.26,0.0,-0.12,-0.04,-0.11,0.12,-0.04,-0.17,-0.02,-0.33,-0.14,-0.35,-0.07,-0.18,-0.37,-0.08,-0.31,-0.69,-0.39,-0.21,-1.0,-0.22
Fischer, Robert James;Reshevsky, Samuel Herman;1970;0.44,0.22,0.08,0.61,0.19,0.28,1.0,0.08,0.02,0.17,-0.15,0.2,0.05,0.15,0.17,0.02,0.01,0.12,0.02,-0.02,0.01,0.2,0.22,0.09,-0.01,0.09,-0.08,-0.05,-0.13,-0.0,0.0,0.04,-0.01,-0.01,-0.03,-0.02,-0.04,-0.05,0.0,-0.04,0.0,-0.08,-0.07,-0.08,-0.02,-0.06,-0.15,-0.2,-0.02,-0.06,-0.01,-0.12,-0.03,-0.11,-0.57,-0.11,-0.37,-0.02,-0.09,-0.44,-0.19,-0.21,-0.58,-0.09
Mecking, Henrique;Fischer, Robert James;1970;0.16,0.21,0.26,0.38,1.0,0.27,0.09,0.56,-0.01,0.02,0.07,0.18,0.09,0.05,0.11,0.11,0.21,-0.13,0.11,0.0,0.09,0.07,0.01,0.0,-0.07,0.0,0.0,0.09,-0.01,0.0,0.0,0.19,-0.1,0.01,-0.06,-0.11,0.02,0.0,0.01,0.0,0.0,-0.08,-0.07,0.0,-0.04,-0.03,-0.1,0.0,-0.11,-0.03,-0.12,-0.17,-0.08,-0.11,-0.16,-0.11,-0.31,-0.17,-0.11,-0.51,-0.33,-0.36,-0.68,-0.19
